zid,name,tags,website,physical_address,phone,opening_hours,country_code,longitude,latitude,gisprecision,correctly_placed,created_at,updated_at,updated_by,facebook_page,categories,region_1,region_2,region_3
1156739,Huia Domain,"Park, Reserve, Playground, Dog exercise area, BBQ, Toilets, Skate park, Sportsfields",http://www.aucklandcity.govt.nz/,"Opposite 1232 Huia Road, Huia","","",NZ,174.568377,-36.998615,manual,1,2009-08-21T14:09:05Z,2015-05-06T03:29:10Z,zenbu_out010,"",Park,Auckland,Auckland,Huia
1156740,Huia Scenic Reserve,"Park, Reserve, Playground, Dog exercise area, Toilets, Skate park, Sportsfields",http://www.aucklandcity.govt.nz/,"1 Ocean View Road, Huia, Waitakere","","",NZ,174.575592,-36.996247,number,1,2009-08-21T14:09:05Z,2015-05-06T03:05:01Z,zenbu_out010,"",Park,Auckland,Auckland,Huia
1156774,Ken Maunder Park,"Park, Reserve, Playground, Dog exercise area, Toilets, Sportsfields",http://www.aucklandcity.govt.nz/,"34 Binsted Road, New Lynn","","",NZ,174.680929,-36.900773,manual,1,2009-08-21T14:09:08Z,2015-05-06T02:12:42Z,zenbu_out010,"",Park,Auckland,Auckland,New Lynn
1156789,La Rosa Garden Reserve,"Park, Reserve, Playground, Dog exercise area, Toilets, Slide, Swing",http://www.aucklandcity.govt.nz/,"La Rosa Street, Green Bay, Waitakere","","",NZ,174.675795,-36.930228,manual,1,2009-08-21T14:09:09Z,2015-05-06T01:32:25Z,zenbu_out010,"",Park,Auckland,Auckland,Green Bay
1156843,Mason Park,"Park, Reserve, Playground, Dog exercise area, Toilets, Sportsfields, Tennis courts, Slide",http://www.aucklandcity.govt.nz/,"13 Fruitvale Road, New Lynn, Waitakere","","",NZ,174.66811,-36.910792,manual,1,2009-08-21T14:09:13Z,2015-05-06T02:51:07Z,zenbu_out010,"",Park,Auckland,Auckland,New Lynn
1156854,McLeod Park,"Park, Reserve, Dog exercise area, Toilets",http://www.aucklandcity.govt.nz/,"198 McLeod Road, Te Atatu South, Waitakere","","",NZ,174.656074,-36.874849,manual,1,2009-08-21T14:09:13Z,2015-05-06T01:05:58Z,zenbu_out010,"",Park,Auckland,Auckland,Te Atatu South
1156868,Moire Park,"Park, Reserve, Playground, Dog exercise area, BBQ, Toilets, Sportsfields, Combi unit with slides, Swing",http://www.aucklandcity.govt.nz/,"38 Granville Drive, Massey, Waitakere","","",NZ,174.630348,-36.829101,manual,1,2009-08-21T14:09:14Z,2015-05-06T02:28:41Z,zenbu_out010,"",Park,Auckland,Auckland,Massey
1156875,Neville Power Memorial Park,"Park, Reserve, Playground, Dog exercise area, Toilets, Slide, Swing",http://www.aucklandcouncil.govt.nz/,"Kirrie Avenue, Te Atatu South, Waitakere","","",NZ,174.64246,-36.87118,manual,1,2009-08-21T14:09:15Z,2015-05-07T09:20:34Z,zenbu_out010,"",Park,Auckland,Auckland,Te Atatu South
1156882,Northall Park,"Park, Reserve, Playground, Dog exercise area, Sportsfields, Toilets, Slide",http://www.aucklandcity.govt.nz/,"107 Titirangi Road, New Lynn","","",NZ,174.668227,-36.914229,manual,1,2009-08-21T14:09:16Z,2015-05-06T02:01:17Z,zenbu_out010,"",Park,Auckland,Auckland,New Lynn
1156888,Olympic Park,"Park, Reserve, Playground, Dog exercise area, Sportsfields, Toilets, Slide, Swing",http://www.aucklandcouncil.govt.nz/,"45 Portage Road, New Lynn, Waitakere","","",NZ,174.691436,-36.908592,manual,1,2009-08-21T14:09:16Z,2015-05-07T21:30:08Z,zenbu_out010,"",Park,Auckland,Auckland,New Lynn
1156916,Piha Domain,"Park, Reserve, Playground, Dog exercise area, BBQ, Toilets",http://www.aucklandcity.govt.nz/,"24 Seaview Road, Piha, Waitakere","","",NZ,174.472222,-36.954189,manual,1,2009-08-21T14:09:18Z,2015-05-06T02:36:10Z,zenbu_out010,"",Park,Auckland,,Piha
1156967,Sandys Parade,"Park, Reserve, Playground, Dog exercise area, Toilets, Skate park, Sportsfields",http://www.aucklandcity.govt.nz/,"Sandys Parade, Laingholm, Waitakere","","",NZ,174.642813,-36.96757,street,0,2009-08-21T14:09:22Z,2015-05-06T03:23:31Z,zenbu_out010,"",Park,Auckland,Auckland,Laingholm
1156997,Starling Park,"Park, Reserve, Playground, Dog exercise area, Toilets, Skate park, Sportsfields, Slides",http://www.aucklandcouncil.govt.nz/,"Waitemata Drive, Ranui, Waitakere","","",NZ,174.60316,-36.859538,manual,1,2009-08-21T14:09:24Z,2015-05-11T00:25:56Z,zenbu_out010,"",Park,Auckland,Auckland,Ranui
1157008,Swanson Station Park,"Park, Reserve, Playground, Dog exercise area, Toilets, Skate park, BBQ, Slide, Swing",http://www.aucklandcity.govt.nz/,"760 Swanson Road, Swanson, Waitakere","","",NZ,174.57494,-36.865236,manual,1,2009-08-21T14:09:25Z,2015-05-06T02:49:37Z,zenbu_out010,"",Park,Auckland,Auckland,Swanson
1157014,Taipari Strand,"Park, Reserve, Playground, Dog exercise area, Sportsfields, Toilets, Slide, Swing",http://www.aucklandcity.govt.nz/,"53 Taipari Road, Te Atatu Peninsula","","",NZ,174.638396,-36.837418,manual,1,2009-08-21T14:09:26Z,2015-05-05T12:17:40Z,zenbu_out010,"",Park,Auckland,Auckland,Te Atatu Peninsula
1157029,Te Atatu Peninsula Park,"Park, Reserve, Playground, Dog exercise area, Sportsfields, Toilets, Slide, Swing",http://www.aucklandcity.govt.nz/,"39 Neil Avenue, Te Atatu Peninsula","","",NZ,174.645635,-36.839077,manual,1,2009-08-21T14:09:27Z,2015-05-06T01:59:22Z,zenbu_out010,"",Park,Auckland,Auckland,Te Atatu Peninsula
1157032,Te Pai Park,"Park, Reserve, Playground, Dog exercise area, Toilets, Skate park, Sportsfields, Tennis courts",http://www.aucklandcouncil.govt.nz/,"Te Pai Place, Henderson, Waitakere","","",NZ,174.630915,-36.861365,manual,1,2009-08-21T14:09:27Z,2015-05-05T04:33:19Z,zenbu_out010,"",Park,Auckland,Auckland,Henderson
1157038,Titirangi Beach,"Park, Reserve, Playground, Dog exercise area, Toilets",http://www.aucklandcity.govt.nz/,"Titirangi Beach Road, Titirangi, Waitakere","","",NZ,174.658846,-36.946183,street,0,2009-08-21T14:09:27Z,2015-05-05T12:03:24Z,zenbu_out010,"",Park,Auckland,Auckland,Titirangi
1157047,Township Park,"Park, Reserve, Playground, Dog exercise area, Toilets",http://www.aucklandcity.govt.nz/,"Township Road, Waitakere, Waitakere","","",NZ,174.54417,-36.849928,street,0,2009-08-21T14:09:28Z,2015-05-05T12:27:09Z,zenbu_out010,"",Park,Auckland,Auckland,Waitakere
1157050,Triangle Park,"Park, Reserve, Playground, Dog exercise area, Sportsfields, Toilets",http://www.aucklandcity.govt.nz/,"385 Don Buck Road, Massey, Waitakere","","",NZ,174.602929,-36.836024,manual,1,2009-08-21T14:09:28Z,2015-05-05T12:05:45Z,zenbu_out010,"",Park,Auckland,Auckland,Massey
1157054,Tui Glen Reserve,"Park, Reserve, Playground, Dog exercise area, Toilets",http://www.aucklandcity.govt.nz/,"Claude Brookes Drive, Henderson, Waitakere","","",NZ,174.63812,-36.875776,manual,1,2009-08-21T14:09:29Z,2015-05-06T00:43:10Z,zenbu_out010,"",Park,Auckland,Auckland,Henderson
1157069,Waima Reserve,"Park, Reserve, Playground, Dog exercise area, Sportsfields, Toilets, Slide, Swing",http://www.aucklandcity.govt.nz/,"2 Boylan Road, Waima, Waitakere","","",NZ,174.636397,-36.941281,manual,1,2009-08-21T14:09:30Z,2015-05-06T01:09:47Z,zenbu_out010,"",Park,Auckland,Auckland,Titirangi
1157099,Wood Bay Reserve,"Park, Reserve, Playground, Dog exercise area, Toilets",http://www.aucklandcouncil.govt.nz/,"Wood Bay Road, Titirangi, Waitakere","","",NZ,174.664695,-36.94404,manual,1,2009-08-21T14:09:33Z,2015-05-11T03:12:51Z,zenbu_out010,"",Park,Auckland,Auckland,Titirangi
1157112,Stanmore Bay Public Toilets,Public toilets,"","144 Stanmore Bay Rd, Stanmore Bay","","",NZ,174.744147,-36.624638,manual,1,2009-08-22T12:03:09Z,2009-08-22T12:04:28Z,bhenderson,,CivicStructure/Toilet,Auckland,Whangaparaoa,Stanmore Bay
1158146,Mt Drury Public Toilets,WC,"","59 Maunganui Rd, Tauranga, Bay Of Plenty 3116, New Zealand","","",NZ,176.18175,-37.634817,manual,1,2009-09-11T05:07:47Z,2011-10-13T06:06:19Z,vrod_rider,"",CivicStructure/Toilet,Bay of Plenty,Mount Maunganui,Mount Maunganui
1158156,McLaren Falls Public Toilet,WC in park,"","McLaren Falls Park, Tauranga","","",NZ,176.040117,-37.816267,manual,1,2009-09-11T19:52:14Z,2009-09-11T19:52:14Z,brownees172,,CivicStructure/Toilet,Bay of Plenty,,Omanawa
1158157,McLaren Falls Public Toilet,WC in park,"","McLaren Falls Park, Tauranga","","",NZ,176.044417,-37.809617,manual,1,2009-09-11T19:54:36Z,2009-09-11T19:54:36Z,brownees172,,CivicStructure/Toilet,Bay of Plenty,,Omanawa
1158158,McLaren Falls Public Toilet,WC in park,"","McLaren Falls Park, Tauranga","","",NZ,176.046033,-37.8128,manual,1,2009-09-11T20:47:54Z,2009-09-11T20:47:54Z,brownees172,,CivicStructure/Toilet,Bay of Plenty,,Omanawa
1158159,McLaren Falls Public Toilet,WC in park,"","McLaren Falls Park, Tauranga","","",NZ,176.044433,-37.814633,manual,1,2009-09-11T21:04:01Z,2009-09-11T21:04:01Z,brownees172,,CivicStructure/Toilet,Bay of Plenty,,Omanawa
1158185,Mt Maunganui Main Beach Public Toilets,Public Toilets,"","19 Marine Parade, Mt Maunganui","","",NZ,176.181055,-37.632733,manual,1,2009-09-13T17:06:30Z,2010-06-18T13:39:35Z,zenbu,,CivicStructure/Toilet,Bay of Plenty,Mount Maunganui,Mount Maunganui
1158186,Mt Maunganui Main Beach Public Toilets,Public Toilets,"","Below surf club, Cnr Marine Parade & Adams Ave, Mt Maunganui","","",NZ,176.177168,-37.631148,manual,1,2009-09-13T17:10:51Z,2010-06-18T13:39:45Z,zenbu,,CivicStructure/Toilet,Bay of Plenty,Mount Maunganui,Mount Maunganui
1158190,Rose Street Toilets,Public toilets,http://www.wdc.govt.nz/xml/ps.aspx?fn=/resources/12984/public-toilets-whangarei-district.html,"Bus depot, Whangarei","",24hrs 7 days,NZ,174.320071,-35.727028,Address,1,2009-09-13T18:02:55Z,2010-01-26T15:38:52Z,marsbar,,CivicStructure/Toilet,Northland,Whangarei,Whangarei
1158191,Tarewa Park Toilets,Public toilets,http://www.wdc.govt.nz/xml/ps.aspx?fn=/resources/12984/public-toilets-whangarei-district.html,"Information centre, Whangarei","",24hrs 7 days,NZ,174.310069,-35.73849,manual,1,2009-09-13T18:07:19Z,2010-01-26T15:38:52Z,marsbar,,CivicStructure/Toilet,Northland,Whangarei,Raumanga
1158192,First Avenue Toilets,Public toilets,http://www.wdc.govt.nz/xml/ps.aspx?fn=/resources/12984/public-toilets-whangarei-district.html,"At start of 1st Ave, by Footbridge to Calfer Park, Whangarei","",24hrs 7 days,NZ,174.316584,-35.725607,manual,1,2009-09-13T18:13:41Z,2010-01-26T15:38:49Z,marsbar,,CivicStructure/Toilet,Northland,Whangarei,Avenues
1158522,Vertical Horizons,"Accommodation and caravan and tent camping for schools, corporate team building, events, weddings, commercial kitchen, dining room, huge recreation hall, laundry facilities, bathroom & toilet facilities, TV room. Zenbu Wi-Fi wireless internet, cheap",http://www.verticalhorizon.co.nz/about.html,"558 Everett Road, Inglewood, R.D.8 Taranaki.",06 756 8770,"",NZ,174.283788,-39.110513,Address,1,2009-09-17T11:39:41Z,2009-09-17T11:39:41Z,MauriceWinn,,LodgingBusiness,Taranaki,,Everett Park
1158534,Harbour View Reserve Toilet,"Public toilet, eco loo",http://www.waitakere.govt.nz/,"Harbour View Rd, Te Atatu","","",NZ,174.66144,-36.83919,manual,1,2009-09-19T12:11:07Z,2009-09-19T12:11:07Z,zenbu,,CivicStructure/Toilet,Auckland,Auckland,Te Atatu Peninsula
1158536,Henderson Park Toilets,"Public toilets, changeroom",http://www.waitakere.govt.nz/,"Henderson Park, Henderson, Waitakere","","",NZ,174.625121,-36.878934,manual,1,2009-09-19T13:01:48Z,2009-09-19T13:01:48Z,zenbu,,CivicStructure/Toilet,Auckland,Auckland,Henderson
1158551,Long Bay Public Toilets,Public toilets,"","Long Bay Regional Park, Torbay, Auckland","","",NZ,174.748701,-36.684209,manual,1,2009-09-20T18:22:42Z,2009-09-20T18:22:42Z,zenbu,,CivicStructure/Toilet,Auckland,Auckland,Long Bay
1158552,Long Bay Public Toilets,Public toilets,"","Long Bay Regional Park, Torbay, Auckland","","",NZ,174.747768,-36.682135,manual,1,2009-09-20T18:23:15Z,2009-09-20T18:23:15Z,zenbu,,CivicStructure/Toilet,Auckland,Auckland,Long Bay
1158553,Motukarara Toilet,Toilet,"","180-232 Park Rd, Canterbury 7672, New Zealand","","",NZ,172.59147,-43.73003,manual,1,2009-09-20T18:35:27Z,2009-09-21T18:37:07Z,burgla,,CivicStructure/Toilet,Canterbury,,Motukarara
1158579,Karioitahi Beach Toilets,Public toilets,"","Karioitahi Beach, Karioitahi Rd, Waiuku","","",NZ,174.655457,-37.282231,manual,1,2009-09-21T11:07:53Z,2009-09-21T11:07:53Z,zenbu,,CivicStructure/Toilet,Auckland,,Lake Puketi
1160219,Roberta Reserve Public Toilet,"Public Toilets, Unisex / Disabled",http://www.aucklandcity.govt.nz/,"Roberta Reserve, cnr Roberta Ave & Riddell Rd, Glendowie, Auckland","",24hr,NZ,174.878043,-36.862953,manual,1,2009-09-25T14:07:43Z,2010-03-31T15:28:54Z,zenbu,,CivicStructure/Toilet,Auckland,Auckland,Glendowie
1160236,Discovery Park,"Sports park, soccer & cricket, playground, basic modular unit and swings, public toilets",http://www.hamilton.govt.nz/,"Discovery Drive, Flagstaff","","",NZ,175.253821,-37.729088,manual,1,2009-09-26T19:43:05Z,2015-05-11T10:47:17Z,zenbu_out010,"",Park SportsActivityLocation,Waikato,Hamilton,Flagstaff
1160238,St Andrews Park,"sports park, rugby, American football, cricket, public toilet",http://hamilton.co.nz/page/pageid/2145824983/Sports_Parks,"Vickery St, St Andrews","","",NZ,175.245152,-37.750901,manual,1,2009-09-26T19:50:19Z,2011-09-17T10:33:21Z,AGiff,"",Park,Waikato,Hamilton,Saint Andrews
1160250,HCC Toilet Fitzroy Park,"sports park, soccer, playground, public toilets",http://hamilton.co.nz/page/pageid/2145824983/Sports_Parks,"Waterford Rd, Glenview","",open daylight hours,NZ,175.300817,-37.817167,manual,1,2009-09-27T07:33:04Z,2011-06-15T07:55:30Z,AGiff,"",CivicStructure/Toilet,Waikato,Hamilton,Fitzroy
1160254,HCC Toilet Glenview Park,"sports park, soccer, playground, public toilets",http://hamilton.co.nz/page/pageid/2145824983/Sports_Parks,"47 Lewis St, Glenview, Hamilton","",open daylight hours,NZ,175.291733,-37.817983,manual,1,2009-09-27T08:01:10Z,2011-06-15T07:52:00Z,AGiff,"",CivicStructure/Toilet,Waikato,Hamilton,Glenview
1160255,HCC Toilet Gower Park (west),"football sports park, soccer, playground, public toilet",http://hamilton.co.nz/page/pageid/2145824983/Sports_Parks,"Alison St, Hamilton (SE side of Melville United club rooms)","",open daylight hours,NZ,175.2725,-37.806817,manual,1,2009-09-27T08:04:42Z,2011-06-14T13:02:35Z,AGiff,"",CivicStructure/Toilet,Waikato,Hamilton,Hamilton Lake
1160267,HCC Toilet Melville Park,"dog obedience, roller skating, street skating and skateboard bowl, playground, public toilet",http://hamilton.co.nz/page/pageid/2145824983/Sports_Parks,"Normandy Avenue, Melville","",open daylight hours,NZ,175.286733,-37.8077,manual,1,2009-09-27T09:17:29Z,2011-06-15T09:21:50Z,AGiff,"",CivicStructure/Toilet,Waikato,Hamilton,Bader
1160280,Raymond Park,"Sports Park, Soccer, Cricket, Playground, Basic modular unit, slide and swings, Public Toilet",http://www.hamilton.govt.nz/,"Raymond Street, Fairview Downs","","",NZ,175.305019,-37.761593,manual,1,2009-09-27T16:37:04Z,2015-05-11T10:41:49Z,zenbu_out010,"",SportsActivityLocation Park,Waikato,Hamilton,Fairview Downs
1160281,HCC Toilet Resthills Park,"sports park, rugby league, softball, dog exercise, playground, public toilet",http://hamilton.co.nz/page/pageid/2145824983/Sports_Parks,"John Webb Drive, Glenview, Hamilton","",open daylight hours,NZ,175.285683,-37.828817,manual,1,2009-09-27T16:39:24Z,2011-06-15T07:35:33Z,AGiff,"",CivicStructure/Toilet,Waikato,Hamilton,Glenview
1160282,HCC Men's Toilet Steele Park,"sports park, cricket, touch, athletics, playground, public toilet",http://hamilton.co.nz/page/pageid/2145824983/Sports_Parks,"Grey Street, Hamilton East","",open daylight hours,NZ,175.2938,-37.794167,manual,1,2009-09-27T16:43:12Z,2011-06-15T08:21:22Z,AGiff,"",CivicStructure/Toilet,Waikato,Hamilton,Hamilton East
1160310,HCC toilet Claudelands Park,public toilet near playground at Claudelands Park,"","Claudelands Park, Heaphy Tce, Hamilton",open daylight hours,"",NZ,175.28885,-37.7768,manual,1,2009-09-28T22:44:47Z,2011-09-10T09:27:19Z,AGiff,"",CivicStructure/Toilet,Waikato,Hamilton,Claudelands
1160330,Buffalo Beach changing sheds,Rest rooms,"","5-19 Buffalo Beach Rd, Whitianga, Waikato 3510","","",NZ,175.703115,-36.827168,ROOFTOP,1,2009-09-30T15:26:30Z,2015-11-14T18:37:18Z,burgla,"",CivicStructure/Toilet,Waikato,Whitianga,Whitianga
1160331,Whitianga Wharf changing rooms,Rest Rooms,"","Esplanade, Whitianga, Waikato 3510","","",NZ,175.708012,-36.832919,manual,1,2009-09-30T15:29:54Z,2015-11-14T18:38:48Z,burgla,"",CivicStructure/Toilet,Waikato,Whitianga,Whitianga
1160360,Taupo Public Toilets,Public Toilets,"","119 Tongariro St, Taupo, Waikato 3330, New Zealand","","",NZ,176.070017,-38.684949,manual,1,2009-10-04T20:00:31Z,2009-10-04T20:00:31Z,krypton2,,CivicStructure/Toilet,Waikato,Taupo,Taupo
1160361,Taupo Public Toilets,Public Toilets,"","15 Redoubt St, Taupo, Waikato 3330, New Zealand","","",NZ,176.067924,-38.683592,manual,1,2009-10-04T20:01:27Z,2009-10-04T20:01:27Z,krypton2,,CivicStructure/Toilet,Waikato,Taupo,Taupo
1160367,Public Toilet,Public Toilet at Surf Carpark,"","Domain Rd, Hot Water Beach","","",NZ,175.818567,-36.883433,manual,1,2009-10-05T04:37:10Z,2009-10-05T04:37:10Z,brownees172,,CivicStructure/Toilet,Waikato,,Hot Water Beach
1160371,Public Reserve,"Public Toilet, Playground","","220 Main Rd, Tairua, Waikato 3508, New Zealand","","",NZ,175.849067,-37.002683,manual,1,2009-10-05T06:07:29Z,2009-10-05T06:07:29Z,brownees172,,CivicStructure/Toilet,Waikato,Tairua,Tairua
1160372,Kauaeranga Visitor Centre Public Toilets,Public Toilets,"","Kauaeranga Valley Rd, Thames","","",NZ,175.629667,-37.1216,manual,1,2009-10-05T07:10:13Z,2011-06-13T00:51:01Z,zenbu,"",CivicStructure/Toilet,Waikato,,Coromandel Forest Park
1160425,Bethells Toilets,"Public toilets, changeroom",http://www.waitakere.govt.nz/,"Te Henga Park, Bethells Road, Bethells Beach, Waitakere","","",NZ,174.448037,-36.890523,manual,1,2009-10-08T10:17:28Z,2009-10-08T10:17:28Z,zenbu,,CivicStructure/Toilet,Auckland,,Muriwai
1163835,French Bay Toilets,"Public toilets, changeroom","","French Bay Reserve, Valley Road, Titirangi, Waitakere","","",NZ,174.665215,-36.949446,manual,1,2009-10-08T21:47:17Z,2009-10-08T21:47:17Z,zenbu,,CivicStructure/Toilet,Auckland,Auckland,Titirangi
1163842,Public Toilets - Lee Breakwater,Public toilets,http://www.newplymouthnz.com/VisitingNewPlymouth/Maps/PublicToiletsMap.htm,"Ocean View Parade, New Plymouth","","",NZ,174.050864,-39.058716,manual,1,2009-10-08T22:39:20Z,2011-10-11T23:36:10Z,itsallablur,"",CivicStructure/Toilet,Taranaki,New Plymouth,Port Taranaki
1163846,Public Toilets - Kawaroa Park,Public toilets,http://www.newplymouthnz.com/VisitingNewPlymouth/Maps/PublicToiletsMap.htm,"Tisch Avenue, New Plymouth","","",NZ,174.061617,-39.0562,manual,1,2009-10-08T23:15:10Z,2011-10-13T05:56:12Z,vrod_rider,"",CivicStructure/Toilet,Taranaki,New Plymouth,New Plymouth
1163847,Kawaroa Park,"Reserve, Playground, Toilets, Combi unit, Slides, Roctopus, Benches, Swing","","6 Tisch Ave, New Plymouth, Taranaki 4310","","",NZ,174.06105,-39.0561,manual,1,2009-10-08T23:29:58Z,2015-05-11T06:17:10Z,zenbu_out010,"",CivicStructure/Toilet Park,Taranaki,New Plymouth,New Plymouth
1163848,Public Toilets - Coastal Walkway,Public toilets,http://www.newplymouthnz.com/VisitingNewPlymouth/Maps/PublicToiletsMap.htm,"Wind Wand car park. St Aubyn Street, New Plymouth","","",NZ,174.071383,-39.056283,manual,1,2009-10-08T23:37:32Z,2011-10-11T23:36:06Z,itsallablur,,CivicStructure/Toilet,Taranaki,New Plymouth,New Plymouth
1163849,Public Toilets - East End Reserve (Buller Street),Public toilets,http://www.newplymouthnz.com/VisitingNewPlymouth/Maps/PublicToiletsMap.htm,"Buller Street, New Plymouth","","",NZ,174.088267,-39.050967,manual,1,2009-10-08T23:57:02Z,2011-10-11T23:36:09Z,itsallablur,,CivicStructure/Toilet,Taranaki,New Plymouth,Strandon
1164381,Public Toilet,"","","1 Wairoa Rd, Bay Of Plenty 3171, New Zealand","","",NZ,176.093817,-37.699467,manual,1,2009-10-17T15:11:33Z,2009-10-17T15:11:33Z,brownees172,,CivicStructure/Toilet,Bay of Plenty,,Te Puna
1164414,Insinc Products,"Hygiene and cleaning supplies, environmentally friendly, eco-friendly, toilet paper, paper towels, cleaning products, soap, sanitiser",http://www.insincproducts.co.nz,"27 Albatross Rd, Red Beach, Auckland 0932",0508 467 462,7am-6pm,NZ,174.694204,-36.606171,Address,1,2009-10-21T10:25:07Z,2013-04-12T15:06:39Z,zenbu,,,Auckland,Red Beach,Red Beach
1164420,Alpha Plumbing Limited,"Bathroom and kitchen installations, renovations, new buildings, hot water cylinders, toilet cisterns. Servicing North Shore and Rodney.",http://www.alphaplumbing.co.nz,"73 Churchill Rd, Rothesay Bay, Auckland 0630",+64 09 478 9059,"",NZ,174.753524,-36.727955,Address,1,2009-10-22T15:25:21Z,2011-11-24T10:33:16Z,vrod_rider,"",Plumber,Auckland,Auckland,Murrays Bay
1164482,HCC toilet Edgecumbe Park,public toilet,"","Edgecumbe St, Hamilton","",open daylight hours,NZ,175.26905,-37.7739,manual,1,2009-10-24T08:07:41Z,2011-07-01T21:51:10Z,AGiff,"",CivicStructure/Toilet,Waikato,Hamilton,Whitiora
1164583,Tower Junction Toilet,Toilet,"","Tower Junction, Near Foster St, Riccarton","","",NZ,172.606133,-43.537983,manual,1,2009-10-28T11:12:03Z,2009-10-28T11:12:03Z,garyt,,CivicStructure/Toilet,Canterbury,Christchurch,Addington
1164669,Bayswater Ave Toilets,Secure toilet with automatic cleaning,"","Bayswater Ave, Bayswater, Auckland","","",NZ,174.781317,-36.812575,manual,1,2009-11-01T20:06:51Z,2009-11-03T10:36:32Z,zenbu,,CivicStructure/Toilet,Auckland,Auckland,Bayswater
1164675,HCC toilet Ann St,"by river side walkway, secure toilet with automatic cleaning","","Ann Street, St Andrews, Hamilton","",open all hours,NZ,175.265362,-37.7645,manual,1,2009-11-02T14:52:23Z,2011-09-17T09:53:30Z,AGiff,"",CivicStructure/Toilet,Waikato,Hamilton,Beerescourt
1164724,Bayswater Park,"Park, Reserve, Sportsfield, Toilets, Dog exercise area",http://www.northshorecity.govt.nz/LeisureAndCulture/ParksWalksAndPlay/Parks/Pages/ParkandReserveLocations.aspx,"Bayswater Ave, Bayswater, North Shore, Auckland","","",NZ,174.782347,-36.812132,manual,1,2009-11-03T10:39:02Z,2015-04-24T08:37:55Z,zenbu_out010,"",Park,Auckland,Auckland,Bayswater
1165122,Harold Moody Reserve Public Toilets,Public Toilets,http://www.waitakere.govt.nz/,"Glendale Road, Glen Eden, Waitakere","","",NZ,174.64983,-36.913615,manual,1,2009-11-07T11:09:22Z,2009-11-07T11:09:22Z,zenbu,,CivicStructure/Toilet,Auckland,Auckland,Glen Eden
1165138,Te Haruhi Bay Public Toilets,Public toilets,"","Shakespear Park, Whangaparaoa","","",NZ,174.82023,-36.61383,manual,1,2009-11-08T22:09:14Z,2009-11-08T22:09:14Z,zenbu,,CivicStructure/Toilet,Auckland,Whangaparaoa,Army Bay
1165139,Anchor Bay Toilets,Public toilets,"","Anchor Bay, Tawharanui","","",NZ,174.83709,-36.36974,manual,1,2009-11-08T22:12:46Z,2009-11-08T22:12:46Z,zenbu,,CivicStructure/Toilet,Auckland,,Tawharanui Peninsula
1165144,Kennedy Park Auckland,"Park, Reserve, Playground, Dog exercise area, Toilets, Sportsfields, See Saw, Slide, Climbing net",http://www.aucklandcity.govt.nz/,"141 Beach Road, Castor Bay","","",NZ,174.764805,-36.755167,manual,1,2009-11-09T22:27:25Z,2015-05-05T05:19:41Z,zenbu_out010,"",Park,Auckland,Auckland,Castor Bay
1165162,South Hagley Park Toilet,toilet,"","Deans Ave, Christchurch","","",NZ,172.613383,-43.536633,manual,1,2009-11-11T14:01:31Z,2009-11-11T14:01:31Z,garyt,,CivicStructure/Toilet,Canterbury,Christchurch,Christchurch Central
1165178,KerMac Industries,Toilet & Shower Partitioning Specialist,http://www.kermac.co.nz,"27a Bowden Road, Mount Wellington, Auckland 1060",09 273 1524,Mon-Fri 7:30am-4pm,NZ,174.850693,-36.917314,manual,1,2009-11-12T09:16:16Z,2013-10-16T08:06:03Z,zenbu,"",CivicStructure/Toilet,Auckland,Auckland,Mount Wellington
1165193,Broadhaven Park Toilet,Toilet,"","Cnr Aston Dr & Bower Ave, Christchurch","","",NZ,172.708467,-43.47315,manual,1,2009-11-15T01:18:15Z,2009-11-15T01:18:15Z,garyt,,CivicStructure/Toilet,Canterbury,Christchurch,Parklands
1165336,Manu Bay Toilets,Public toilets,"","Wainui Rd, Manu Bay Reserve, Raglan","","",NZ,174.81288,-37.82161,manual,1,2009-11-22T18:51:19Z,2009-11-22T18:51:19Z,zenbu,,CivicStructure/Toilet,Waikato,Raglan,Raglan
1165342,Wainui Reserve Toilets,Public toilets,"","Ngarunui Beach Rd, Raglan, Waikato","","",NZ,174.83237,-37.81822,manual,1,2009-11-22T21:52:13Z,2009-11-22T21:52:13Z,zenbu,,CivicStructure/Toilet,Waikato,Raglan,Raglan
1165343,Wainui Reserve Toilets,Public toilets,"","Ngarunui Beach Rd, Raglan, Waikato","","",NZ,174.8339,-37.81549,manual,1,2009-11-22T21:53:33Z,2009-11-22T21:53:33Z,zenbu,,CivicStructure/Toilet,Waikato,Raglan,Raglan
1170499,Hinemoa Park,"Park, Reserve, Playground, Dog exercise area, BBQ, Toilets",http://www.waimakariri.govt.nz,"Between Fairweather Cres & Belcher St, Kaiapoi","","",NZ,172.646713,-43.393728,manual,1,2009-11-23T17:00:03Z,2015-04-27T09:13:20Z,zenbu_out010,"",Park,Canterbury,Kaiapoi,Kaiapoi
1170636,Goat Island Public Toilets,"Public toilets, changing room","","Goat Island Road, Leigh","",24hrs,NZ,174.794517,-36.27095,manual,1,2009-11-28T21:09:52Z,2010-03-28T11:00:09Z,zenbu,,CivicStructure/Toilet,Auckland,,Leigh
1170666,Wharepapa South Toilets,toilet,,1413-1421 Owairaka Valley Rd Waikato 3877,,,NZ,175.534986,-38.141653,manual,1,2009-11-29T19:01:52Z,2009-12-29T14:53:47Z,findnzdev,,CivicStructure/Toilet,Waikato,,Wharepapa South
